"Defense (5 - $21,925,000)",Years Remaining,Terms,POS,Status,Acquired,Age,Cap%,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30
"Hedman, Victor ""A""",5 UFA,M-NTC,LD,NHL,Draft,33,8.9,"$7,875,000 ","$8,000,000 ","$8,000,000 ","$8,000,000 ","$8,000,000 ",UFA
"McDonagh, Ryan",2 UFA,NTC,LD,NHL,Trade,35,7.7,"$6,750,000 ","$6,750,000 ",UFA,,,
"Cernak, Erik",7 UFA,NTC,RD,NHL,Trade,27,5.9,"$5,200,000 ","$5,200,000 ","$5,200,000 ","$5,200,000 ","$5,200,000 ","$5,200,000 "
"Perbix, Nick",1 UFA,,RD,NHL,Draft,26,1.3,"$1,125,000 ",UFA,,,,
"Raddysh, Darren",2 UFA,,RD,NHL,Signed,28,1.1,"$975,000 ","$975,000 ",UFA,,,
"Moser, J.J.",0 RFA,,LD/RD,NHL,Trade,24,,RFA,,,,,
TOTAL,,,,,,28.8,24.9,"$21,925,000 ","$20,925,000 ","$13,200,000 ","$13,200,000 ","$13,200,000 ","$5,200,000 "
