,#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
764,765,"Strand, Austin",RD,24,Stnd,UFA,"$771,750 ",8,9,0,2,2,15:17,"$85,750 ",∞,"$385,875 ","$385,875 ","$6,312 "
765,766,"Toropchenko, Alexey","LW, RW",22,ELC,RFA,"$775,000 ",28,43,2,0,2,10:43,"$18,023 ","$387,500 ",∞,"$387,500 ","$2,582 "
766,767,"Okhotiuk, Nikita",LD,21,ELC,RFA,"$789,167 ",5,5,1,1,2,15:05,"$157,833 ","$789,167 ","$789,167 ","$394,583 ","$10,464 "
767,768,"Eichel, Jack",C,25,Stnd,UFA,"$10,000,000 ",34,133,14,11,25,19:23,"$75,187 ","$714,285 ","$909,090 ","$400,000 ","$15,173 "
768,769,"Damiani, Riley",C,21,ELC,RFA,"$803,333 ",7,10,1,1,2,8:32,"$80,333 ","$803,333 ","$803,333 ","$401,666 ","$13,448 "
769,770,"Muzzin, Jake",LD,32,Stnd,UFA,"$5,625,000 ",47,75,3,11,14,20:43,"$75,000 ","$1,875,000 ","$511,363 ","$401,785 ","$5,777 "
770,771,"Fix-Wolansky, Trey",RW,22,ELC,RFA,"$809,166 ",6,5,1,1,2,6:17,"$161,833 ","$809,166 ","$809,166 ","$404,583 ","$21,463 "
771,772,"Högberg, Linus",LD,23,ELC,RFA,"$815,000 ",5,3,0,2,2,17:03,"$271,666 ",∞,"$407,500 ","$407,500 ","$9,560 "
772,773,"Subban, P.K.",RD,32,Stnd,UFA,"$9,000,000 ",77,114,5,17,22,18:17,"$78,947 ","$1,800,000 ","$529,411 ","$409,090 ","$6,392 "
773,774,"Zaitsev, Nikita",RD,30,Stnd,UFA,"$4,500,000 ",62,65,2,9,11,18:59,"$69,230 ","$2,250,000 ","$500,000 ","$409,090 ","$3,823 "
774,775,"Turris, Kyle","C, RW",32,Stnd,UFA,"$1,650,000 ",23,21,1,3,4,8:37,"$78,571 ","$1,650,000 ","$550,000 ","$412,500 ","$8,325 "
775,776,"Hatakka, Santeri",LD,20,ELC,RFA,"$850,833 ",9,3,0,2,2,12:37,"$283,611 ",∞,"$425,416 ","$425,416 ","$7,493 "
776,777,"Kiersted, Matt",LD,23,ELC,RFA,"$858,750 ",10,11,1,1,2,14:02,"$78,068 ","$858,750 ","$858,750 ","$429,375 ","$6,119 "
777,778,"Neighbours, Jake","LW, RW",19,ELC,RFA,"$866,667 ",9,8,1,1,2,9:21,"$108,333 ","$866,667 ","$866,667 ","$433,333 ","$10,299 "
778,779,"Andersson, Lias","C, LW",23,Stnd,RFA,"$874,125 ",20,29,1,1,2,10:36,"$30,142 ","$874,125 ","$874,125 ","$437,062 ","$4,123 "
779,780,"MacEachern, Mackenzie","LW, RW",27,Stnd,UFA,"$900,000 ",14,14,0,2,2,7:58,"$64,285 ",∞,"$450,000 ","$450,000 ","$8,069 "
780,781,"DeKeyser, Danny",LD,31,Stnd,UFA,"$5,000,000 ",59,57,0,11,11,18:30,"$87,719 ",∞,"$454,545 ","$454,545 ","$4,580 "
781,782,"Hardman, Mike","LW, RW",22,ELC,RFA,"$912,500 ",21,12,0,2,2,9:18,"$76,041 ",∞,"$456,250 ","$456,250 ","$4,672 "
782,783,"Ladd, Andrew",LW,36,Stnd,UFA,"$5,500,000 ",51,57,7,5,12,14:07,"$96,491 ","$785,714 ","$1,100,000 ","$458,333 ","$7,639 "
783,784,"Vlasic, Alex",LD,20,ELC,RFA,"$916,667 ",15,12,1,1,2,14:18,"$76,388 ","$916,667 ","$916,667 ","$458,333 ","$4,273 "
784,785,"Leonard, John","LW, RW",23,ELC,RFA,"$925,000 ",14,25,1,1,2,11:16,"$37,000 ","$924,999 ","$924,999 ","$462,499 ","$5,864 "
785,786,"Barron, Justin",RD,20,ELC,RFA,"$925,000 ",7,13,1,1,2,17:11,"$71,153 ","$924,999 ","$924,999 ","$462,499 ","$7,690 "
786,787,"Holtz, Alexander","RW, LW",19,ELC,RFA,"$925,000 ",9,12,0,2,2,12:16,"$77,083 ",∞,"$462,500 ","$462,500 ","$8,378 "
787,788,"Jones, Zachary",LD,21,ELC,RFA,"$925,000 ",12,8,0,2,2,15:10,"$115,625 ",∞,"$462,500 ","$462,500 ","$5,082 "
788,789,"Butcher, Will",LD,26,Stnd,UFA,"$3,733,333 ",37,35,2,6,8,16:29,"$106,666 ","$1,866,666 ","$622,222 ","$466,666 ","$6,121 "
789,790,"Paquette, Cédric","C, LW, RW",28,Stnd,UFA,"$950,000 ",24,16,0,2,2,8:51,"$59,375 ",∞,"$475,000 ","$475,000 ","$4,472 "
790,791,"White, Colin","C, RW",24,Stnd,UFA,"$4,750,000 ",24,47,3,7,10,15:20,"$101,063 ","$1,583,333 ","$678,571 ","$475,000 ","$12,907 "
791,792,"Byron, Paul","LW, RW",32,Stnd,UFA,"$3,400,000 ",27,33,4,3,7,12:36,"$103,030 ","$850,000 ","$1,133,333 ","$485,714 ","$9,994 "
792,793,"Borowiecki, Mark",LD,32,Stnd,UFA,"$2,000,000 ",57,45,0,4,4,13:07,"$44,444 ",∞,"$499,999 ","$499,999 ","$2,675 "
793,794,"Vlasic, Marc-Édouard",LD/RD,34,Stnd,UFA,"$7,000,000 ",75,63,3,11,14,15:12,"$111,111 ","$2,333,333 ","$636,363 ","$500,000 ","$6,140 "
794,795,"Murray, Ryan",LD,28,Stnd,UFA,"$2,000,000 ",37,26,0,4,4,14:05,"$76,923 ",∞,"$500,000 ","$500,000 ","$3,838 "
795,796,"Määttä, Olli",LD,27,Stnd,UFA,"$4,083,333 ",66,61,1,7,8,18:16,"$66,939 ","$4,083,333 ","$583,333 ","$510,416 ","$3,386 "
796,797,"Blankenburg, Nick",LD/RD,23,ELC,RFA,"$1,688,452 ",7,13,1,2,3,17:34,"$129,880 ","$1,688,452 ","$844,226 ","$562,817 ","$13,730 "
797,798,"Stecher, Troy",RD,27,Stnd,UFA,"$1,700,000 ",29,50,1,2,3,16:39,"$34,000 ","$1,700,000 ","$850,000 ","$566,666 ","$3,520 "
798,799,"De Haan, Calvin",LD/RD,30,Stnd,UFA,"$4,550,000 ",69,107,4,4,8,18:57,"$42,523 ","$1,137,500 ","$1,137,500 ","$568,750 ","$3,479 "
799,800,"Edmundson, Joel",LD/RD,28,Stnd,UFA,"$3,500,000 ",24,32,3,3,6,19:35,"$109,375 ","$1,166,666 ","$1,166,666 ","$583,333 ","$7,446 "
800,801,"Myers, Philippe",RD,24,Stnd,RFA,"$2,550,000 ",27,28,1,3,4,14:52,"$91,071 ","$2,550,000 ","$850,000 ","$637,500 ","$6,352 "
801,802,"Martinez, Alec",LD,34,Stnd,UFA,"$5,250,000 ",26,32,3,5,8,19:32,"$164,062 ","$1,750,000 ","$1,050,000 ","$656,250 ","$10,337 "
802,803,"Johnson, Tyler","RW, C, LW",31,Stnd,UFA,"$5,000,000 ",26,30,3,4,7,12:58,"$166,666 ","$1,666,666 ","$1,250,000 ","$714,285 ","$14,830 "
803,804,"Hutton, Grant",RD,26,Stnd,UFA,"$725,000 ",16,22,1,0,1,14:11,"$32,954 ","$725,000 ",∞,"$725,000 ","$3,194 "
804,805,"O'Regan, Danny","C, LW",27,Stnd,UFA,"$750,000 ",5,2,0,1,1,10:03,"$375,000 ",∞,"$750,000 ","$750,000 ","$14,925 "
805,806,"Vejdemo, Lukas","C, LW, RW",25,Stnd,UFA,"$750,000 ",6,10,1,0,1,10:38,"$75,000 ","$750,000 ",∞,"$750,000 ","$11,755 "
806,807,"Björkqvist, Kasper",LW,24,Stnd,RFA,"$750,000 ",6,8,1,0,1,8:22,"$93,750 ","$750,000 ",∞,"$750,000 ","$14,940 "
807,808,"Malenstyn, Beck","C, LW",23,Stnd,RFA,"$750,000 ",12,10,1,0,1,9:02,"$75,000 ","$750,000 ",∞,"$750,000 ","$6,918 "
808,809,"Peca, Matthew","LW, C",28,Stnd,UFA,"$750,000 ",5,3,0,1,1,9:38,"$250,000 ",∞,"$750,000 ","$750,000 ","$15,570 "
809,810,"Andreoff, Andy","LW, C",30,Stnd,UFA,"$750,000 ",6,6,1,0,1,9:59,"$125,000 ","$750,000 ",∞,"$750,000 ","$12,520 "
810,811,"Olivier, Mathieu",RW,24,Stnd,RFA,"$750,000 ",10,5,0,1,1,10:05,"$150,000 ",∞,"$750,000 ","$750,000 ","$7,438 "
811,812,"Lindbohm, Petteri",LD,28,Stnd,UFA,"$750,000 ",9,9,0,1,1,14:03,"$83,333 ",∞,"$750,000 ","$750,000 ","$5,931 "
812,813,"Välimäki, Juuso",LD,23,Stnd,RFA,"$1,550,000 ",9,11,0,2,2,15:42,"$140,909 ",∞,"$775,000 ","$775,000 ","$10,969 "
813,814,"Labanc, Kevin","RW, LW",26,Stnd,UFA,"$4,725,000 ",21,36,3,3,6,13:17,"$131,250 ","$1,575,000 ","$1,575,000 ","$787,500 ","$16,938 "
814,815,"Fortier, Gabriel",LW,21,ELC,RFA,"$791,667 ",10,14,1,0,1,9:16,"$56,547 ","$791,667 ",∞,"$791,667 ","$8,543 "
815,816,"Robertson, Nicholas","LW, RW",20,ELC,RFA,"$796,667 ",10,14,1,0,1,10:16,"$56,904 ","$796,667 ",∞,"$796,667 ","$7,759 "
816,817,"Harpur, Ben",LD,26,Stnd,UFA,"$800,000 ",19,13,0,1,1,13:44,"$61,538 ",∞,"$800,000 ","$800,000 ","$3,065 "
817,818,"Sikura, Dylan","LW, RW, C",26,Stnd,UFA,"$800,000 ",5,3,0,1,1,9:57,"$266,666 ",∞,"$800,000 ","$800,000 ","$16,080 "
818,819,"Bishop, Clark","C, LW",25,Stnd,UFA,"$800,000 ",9,8,0,1,1,8:20,"$100,000 ",∞,"$800,000 ","$800,000 ","$10,666 "
819,820,"Niemeläinen, Markus",LD,23,ELC,RFA,"$817,500 ",20,12,0,1,1,13:11,"$68,125 ",∞,"$817,500 ","$817,500 ","$3,100 "
820,821,"Poolman, Tucker",RD,28,Stnd,UFA,"$2,500,000 ",40,47,1,2,3,17:00,"$53,191 ","$2,500,000 ","$1,250,000 ","$833,333 ","$3,676 "
821,822,"Miromanov, Daniil",RD,24,ELC,RFA,"$842,500 ",11,15,0,1,1,9:47,"$56,166 ",∞,"$842,500 ","$842,500 ","$7,828 "
822,823,"Slavin, Josiah",C,23,ELC,UFA,"$842,500 ",15,13,0,1,1,12:01,"$64,807 ",∞,"$842,500 ","$842,500 ","$4,674 "
823,824,"Frödén, Jesper",RW,27,ELC,UFA,"$842,500 ",7,10,1,0,1,12:52,"$84,250 ","$842,500 ",∞,"$842,500 ","$9,354 "
824,825,"Harris, Jordan",LD/RD,21,ELC,RFA,"$842,500 ",10,9,1,0,1,16:16,"$93,611 ","$842,500 ",∞,"$842,500 ","$5,179 "
825,826,"Abruzzese, Nick","LW, C",22,ELC,RFA,"$850,000 ",9,8,1,0,1,10:12,"$106,250 ","$850,000 ",∞,"$850,000 ","$9,259 "
826,827,"Norlinder, Mattias",LD,21,ELC,RFA,"$859,167 ",6,2,0,1,1,12:17,"$429,583 ",∞,"$859,167 ","$859,167 ","$11,657 "
827,828,"Glass, Cody","C, RW",22,ELC,RFA,"$863,333 ",8,9,0,1,1,11:24,"$95,925 ",∞,"$863,333 ","$863,333 ","$9,466 "
828,829,"Regula, Alec",RD,21,ELC,RFA,"$866,667 ",15,18,1,0,1,17:52,"$48,148 ","$866,667 ",∞,"$866,667 ","$3,233 "
829,830,"Hájek, Libor",LD,23,Stnd,RFA,"$874,125 ",17,12,0,1,1,13:07,"$72,843 ",∞,"$874,125 ","$874,125 ","$3,920 "
830,831,"Lapierre, Hendrix",C,19,ELC,RFA,"$894,167 ",6,7,1,0,1,9:35,"$127,738 ","$894,167 ",∞,"$894,167 ","$15,550 "
831,832,"Tinordi, Jarred",LD,29,Stnd,UFA,"$900,000 ",7,5,1,0,1,12:50,"$180,000 ","$900,000 ",∞,"$900,000 ","$10,018 "
832,833,"Meyers, Ben","LW, C",23,ELC,RFA,"$912,500 ",5,8,1,0,1,9:56,"$114,062 ","$912,500 ",∞,"$912,500 ","$18,372 "
833,834,"Heponiemi, Aleksi","LW, C",22,ELC,RFA,"$925,000 ",6,7,0,1,1,14:01,"$132,142 ",∞,"$925,000 ","$925,000 ","$10,998 "
834,835,"Christiansen, Jake",LD/RD,22,ELC,RFA,"$925,000 ",8,4,1,0,1,9:46,"$231,250 ","$925,000 ",∞,"$925,000 ","$11,838 "
835,836,"Ahcan, Jack",LD,24,ELC,RFA,"$925,000 ",6,5,1,0,1,16:01,"$185,000 ","$925,000 ",∞,"$925,000 ","$9,625 "
836,837,"Cates, Jackson",C,24,ELC,RFA,"$925,000 ",11,8,1,0,1,9:04,"$115,625 ","$925,000 ",∞,"$925,000 ","$9,274 "
837,838,"Bernard-Docker, Jacob",RD,21,ELC,RFA,"$925,000 ",8,6,0,1,1,14:46,"$154,166 ",∞,"$925,000 ","$925,000 ","$7,830 "
838,839,"Mitchell, Ian",RD,22,ELC,RFA,"$925,000 ",8,2,0,1,1,11:55,"$462,500 ",∞,"$925,000 ","$925,000 ","$9,702 "
839,840,"Pinto, Shane",C,21,ELC,RFA,"$925,000 ",5,5,0,1,1,12:57,"$185,000 ",∞,"$925,000 ","$925,000 ","$14,285 "
840,841,"Tufte, Riley",LW,23,ELC,RFA,"$925,000 ",10,5,1,0,1,7:11,"$185,000 ","$925,000 ",∞,"$925,000 ","$12,877 "
841,842,"Reichel, Lukas","LW, C",19,ELC,RFA,"$925,000 ",11,15,0,1,1,13:11,"$61,666 ",∞,"$925,000 ","$925,000 ","$6,378 "
842,843,"Comeau, Blake","RW, LW",35,35+,UFA,"$1,000,000 ",6,2,1,0,1,11:28,"$500,000 ","$1,000,000 ",∞,"$1,000,000 ","$14,534 "
843,844,"Simek, Radim",LD/RD,29,Stnd,UFA,"$2,250,000 ",36,25,1,1,2,13:16,"$90,000 ","$2,250,000 ","$2,250,000 ","$1,125,000 ","$4,711 "
844,845,"Riikola, Juuso",LD,28,Stnd,UFA,"$1,150,000 ",5,7,0,1,1,13:23,"$164,285 ",∞,"$1,150,000 ","$1,150,000 ","$17,185 "
845,846,"Larsson, Jacob",LD,24,Stnd,UFA,"$1,200,000 ",6,5,0,1,1,15:16,"$240,000 ",∞,"$1,200,000 ","$1,200,000 ","$13,100 "
846,847,"Kempný, Michal",LD,31,Stnd,UFA,"$2,500,000 ",15,10,1,1,2,15:50,"$250,000 ","$2,500,000 ","$2,500,000 ","$1,250,000 ","$10,526 "
847,848,"Walker, Sean",LD/RD,27,Stnd,UFA,"$2,650,000 ",6,18,0,2,2,18:22,"$147,222 ",∞,"$1,325,000 ","$1,325,000 ","$24,047 "
848,849,"Archibald, Josh","RW, LW",29,Stnd,UFA,"$1,500,000 ",8,4,0,1,1,9:02,"$375,000 ",∞,"$1,500,000 ","$1,500,000 ","$20,756 "
849,850,"Beagle, Jay",C,36,Stnd,UFA,"$3,000,000 ",33,24,1,1,2,13:47,"$125,000 ","$3,000,000 ","$3,000,000 ","$1,500,000 ","$6,595 "
850,851,"Harrington, Scott",LD,28,Stnd,UFA,"$1,633,333 ",7,5,0,1,1,14:28,"$326,666 ",∞,"$1,633,333 ","$1,633,333 ","$16,129 "
851,852,"Moore, John",LD,31,Stnd,UFA,"$2,750,000 ",7,7,0,1,1,17:34,"$392,857 ",∞,"$2,750,000 ","$2,750,000 ","$22,363 "
852,853,"Jaskin, Dmitrij","RW, LW",28,Stnd,UFA,"$3,200,000 ",12,23,0,1,1,14:47,"$139,130 ",∞,"$3,200,000 ","$3,200,000 ","$18,038 "
853,854,"Connolly, Brett","RW, LW",29,Stnd,UFA,"$3,500,000 ",9,6,0,1,1,8:23,"$583,333 ",∞,"$3,500,000 ","$3,500,000 ","$46,388 "
854,855,"Anderson, Joey",RW,23,Stnd,RFA,"$750,000 ",5,10,0,0,0,8:46,"$75,000 ",∞,∞,∞,"$17,110 "
855,856,"Zamula, Yegor",LD/RD,21,ELC,RFA,"$756,667 ",10,4,0,0,0,16:20,"$189,166 ",∞,∞,∞,"$4,632 "
856,857,"Fleury, Cale",RD,23,Stnd,RFA,"$750,000 ",9,4,0,0,0,14:34,"$187,500 ",∞,∞,∞,"$5,720 "
857,858,"Lockwood, William",RW,23,ELC,RFA,"$842,500 ",13,13,0,0,0,11:20,"$64,807 ",∞,∞,∞,"$5,718 "
858,859,"Guhle, Brendan",LD,24,Stnd,UFA,"$800,000 ",6,6,0,0,0,14:40,"$133,333 ",∞,∞,∞,"$9,090 "
859,860,"Anderson-Dolan, Jaret","C, LW, RW",22,ELC,RFA,"$747,500 ",7,5,0,0,0,13:47,"$149,500 ",∞,∞,∞,"$7,747 "
860,861,"Galvas, Jakub",LD,22,ELC,UFA,"$867,500 ",6,8,0,0,0,18:09,"$108,437 ",∞,∞,∞,"$7,966 "
861,862,"Kalynuk, Wyatt",LD,24,ELC,UFA,"$925,000 ",5,1,0,0,0,11:59,"$925,000 ",∞,∞,∞,"$15,438 "
862,863,"Rau, Kyle","LW, C",29,Stnd,UFA,"$750,000 ",5,3,0,0,0,8:49,"$250,000 ",∞,∞,∞,"$17,013 "
863,864,"Sokolov, Egor",LW,21,ELC,RFA,"$818,333 ",8,8,0,0,0,10:22,"$102,291 ",∞,∞,∞,"$9,867 "
864,865,"Poganski, Austin",RW,25,Stnd,UFA,"$750,000 ",16,9,0,0,0,9:19,"$83,333 ",∞,∞,∞,"$5,031 "
865,866,"Raska, Adam","LW, RW",20,ELC,RFA,"$848,333 ",5,2,0,0,0,8:03,"$424,166 ",∞,∞,∞,"$21,076 "
866,867,"Smith, Cole","RW, LW",26,Stnd,RFA,"$750,000 ",8,3,0,0,0,8:50,"$250,000 ",∞,∞,∞,"$10,613 "
867,868,"Claesson, Fredrik",LD,29,Stnd,UFA,"$750,000 ",9,4,0,0,0,9:51,"$187,500 ",∞,∞,∞,"$8,460 "
868,869,"Gettinger, Tim","LW, RW",23,Stnd,RFA,"$750,000 ",8,3,0,0,0,9:27,"$250,000 ",∞,∞,∞,"$9,920 "
869,870,"Turcotte, Alex",C,20,ELC,RFA,"$894,167 ",8,13,0,0,0,11:16,"$68,782 ",∞,∞,∞,"$9,920 "
870,871,"Bunnaman, Connor","C, LW",23,Stnd,UFA,"$750,000 ",15,10,0,0,0,10:00,"$75,000 ",∞,∞,∞,"$5,000 "
871,872,"Jaros, Christian",RD,25,Stnd,RFA,"$800,000 ",11,9,0,0,0,11:00,"$88,888 ",∞,∞,∞,"$6,611 "
872,873,"Juolevi, Olli",LD,23,Stnd,UFA,"$750,000 ",18,18,0,0,0,12:45,"$41,666 ",∞,∞,∞,"$3,267 "
873,874,"True, Alex","C, RW",24,Stnd,RFA,"$750,000 ",8,6,0,0,0,8:14,"$125,000 ",∞,∞,∞,"$11,386 "
874,875,"Maltsev, Mikhail","C, LW",23,ELC,RFA,"$809,167 ",18,23,0,0,0,8:04,"$35,181 ",∞,∞,∞,"$5,572 "
875,876,"Lajoie, Maxime",LD,24,Stnd,RFA,"$750,000 ",5,6,0,0,0,12:32,"$125,000 ",∞,∞,∞,"$11,968 "
876,877,"MacDonald, Jacob",LD/RD,28,Stnd,UFA,"$725,000 ",8,17,0,0,0,10:05,"$42,647 ",∞,∞,∞,"$8,987 "
877,878,"Heatherington, Dillon",LD,26,Stnd,UFA,"$750,000 ",9,4,0,0,0,12:20,"$187,500 ",∞,∞,∞,"$6,756 "
878,879,"Fasching, Hudson",RW,26,Stnd,UFA,"$750,000 ",11,3,0,0,0,9:53,"$250,000 ",∞,∞,∞,"$6,898 "
879,880,"Geertsen, Mason","LW, LD",26,Stnd,UFA,"$725,000 ",25,12,0,0,0,6:57,"$60,416 ",∞,∞,∞,"$4,172 "
880,881,"Belzile, Alex","C, RW",30,Stnd,UFA,"$750,000 ",11,13,0,0,0,10:23,"$57,692 ",∞,∞,∞,"$6,566 "
881,882,"McCormick, Max",LW,29,Stnd,UFA,"$750,000 ",10,8,0,0,0,8:06,"$93,750 ",∞,∞,∞,"$9,259 "
882,883,"Grimaldi, Rocco","LW, RW",28,Stnd,UFA,"$2,000,000 ",7,8,0,0,0,10:55,"$250,000 ",∞,∞,∞,"$26,172 "
883,884,"Bailey, Justin",RW,26,Stnd,UFA,"$750,000 ",14,16,0,0,0,9:04,"$46,875 ",∞,∞,∞,"$5,908 "
884,885,"Gauthier, Frédérik",C,26,Stnd,UFA,"$800,000 ",8,4,0,0,0,11:05,"$200,000 ",∞,∞,∞,"$9,022 "
885,886,"Kaut, Martin",RW,22,ELC,RFA,"$863,333 ",6,1,0,0,0,8:48,"$863,333 ",∞,∞,∞,"$16,351 "
886,887,"Ranta, Sampo",LW,21,ELC,RFA,"$925,000 ",10,9,0,0,0,10:53,"$102,777 ",∞,∞,∞,"$8,499 "
887,888,"Timmins, Conor",RD,23,Stnd,RFA,"$850,000 ",6,5,0,0,0,17:44,"$170,000 ",∞,∞,∞,"$7,988 "
888,889,"Söderström, Victor",RD,20,ELC,RFA,"$863,333 ",16,14,0,0,0,16:19,"$61,666 ",∞,∞,∞,"$3,306 "
889,890,"Rathbone, Jack",LD,22,ELC,RFA,"$925,000 ",9,10,0,0,0,13:49,"$92,500 ",∞,∞,∞,"$7,438 "
