,#,PLAYER,POS,AGE,TYPE,EXPIRY,CAP HIT,GP,SH,G,A,P,TOI,$/SH,$/G,$/A,$/P,$/MIN
608,609,"Nash, Riley","C, RW",32,Stnd,UFA,"$750,000 ",49,36,0,4,4,11:25,"$20,833 ",∞,"$187,500 ","$187,500 ","$1,340 "
609,610,"Eakin, Cody",C,30,Stnd,UFA,"$2,250,000 ",69,74,4,8,12,13:35,"$30,405 ","$562,500 ","$281,250 ","$187,500 ","$2,400 "
610,611,"Irwin, Matt",LD/RD,34,Stnd,UFA,"$750,000 ",17,29,1,3,4,12:38,"$25,862 ","$750,000 ","$250,000 ","$187,500 ","$3,492 "
611,612,"Studenic, Marian","LW, RW",23,Stnd,RFA,"$750,000 ",33,42,2,2,4,11:08,"$17,857 ","$375,000 ","$375,000 ","$187,500 ","$2,041 "
612,613,"Jonsson-Fjällby, Axel",LW,23,Stnd,UFA,"$750,000 ",23,29,2,2,4,11:10,"$25,862 ","$375,000 ","$375,000 ","$187,500 ","$2,920 "
613,614,"Pouliot, Derrick",LD,27,Stnd,UFA,"$750,000 ",11,8,0,4,4,15:30,"$93,750 ",∞,"$187,500 ","$187,500 ","$4,398 "
614,615,"Pacioretty, Max",LW,33,Stnd,UFA,"$7,000,000 ",39,148,19,18,37,17:22,"$47,297 ","$368,421 ","$388,888 ","$189,189 ","$10,335 "
615,616,"Hörnqvist, Patric",RW,34,Stnd,UFA,"$5,300,000 ",65,165,11,17,28,12:40,"$32,121 ","$481,818 ","$311,764 ","$189,285 ","$6,437 "
616,617,"Spurgeon, Jared",RD,32,Stnd,UFA,"$7,575,000 ",65,116,10,30,40,21:09,"$65,301 ","$757,500 ","$252,500 ","$189,375 ","$5,510 "
617,618,"Rask, Victor",C,28,Stnd,UFA,"$4,000,000 ",47,58,9,12,21,12:11,"$68,965 ","$444,444 ","$333,333 ","$190,476 ","$6,985 "
618,619,"Lindholm, Hampus",LD,27,Stnd,UFA,"$5,205,556 ",71,142,5,22,27,22:30,"$36,658 ","$1,041,111 ","$236,616 ","$192,798 ","$3,258 "
619,620,"Giordano, Mark",LD,38,Stnd,UFA,"$6,750,000 ",75,151,8,27,35,20:52,"$44,701 ","$843,750 ","$250,000 ","$192,857 ","$4,313 "
620,621,"Tierney, Chris",C,27,Stnd,UFA,"$3,500,000 ",70,72,6,12,18,12:24,"$48,611 ","$583,333 ","$291,666 ","$194,444 ","$4,032 "
621,622,"Dillon, Brenden",LD,31,Stnd,UFA,"$3,900,000 ",79,85,3,17,20,18:49,"$45,882 ","$1,300,000 ","$229,411 ","$194,999 ","$2,623 "
622,623,"Ratcliffe, Isaac",LW,22,ELC,RFA,"$780,833 ",10,14,1,3,4,10:44,"$55,773 ","$780,833 ","$260,277 ","$195,208 ","$7,274 "
623,624,"Hagelin, Carl",LW,33,Stnd,UFA,"$2,750,000 ",53,71,3,11,14,14:14,"$38,732 ","$916,666 ","$250,000 ","$196,428 ","$3,645 "
624,625,"Addison, Calen",RD,21,ELC,RFA,"$795,000 ",15,17,2,2,4,13:47,"$46,764 ","$397,500 ","$397,500 ","$198,750 ","$3,845 "
625,626,"Bahl, Kevin",LD,21,ELC,RFA,"$795,000 ",17,16,1,3,4,15:44,"$49,687 ","$795,000 ","$265,000 ","$198,750 ","$2,972 "
626,627,"Lindgren, Ryan",LD,23,Stnd,RFA,"$3,000,000 ",78,73,4,11,15,20:06,"$41,095 ","$750,000 ","$272,727 ","$200,000 ","$1,913 "
627,628,"Brown, Joshua",RD,27,Stnd,UFA,"$1,200,000 ",52,45,0,6,6,14:13,"$26,666 ",∞,"$200,000 ","$200,000 ","$1,623 "
628,629,"Bjork, Anders","LW, RW",25,Stnd,UFA,"$1,600,000 ",58,51,5,3,8,12:02,"$31,372 ","$320,000 ","$533,333 ","$200,000 ","$2,292 "
629,630,"Brodin, Jonas",LD,28,Stnd,UFA,"$6,000,000 ",73,126,5,25,30,23:26,"$47,619 ","$1,200,000 ","$239,999 ","$200,000 ","$3,507 "
630,631,"Pietrangelo, Alex",RD,31,Stnd,UFA,"$8,800,000 ",80,227,13,31,44,24:38:00,"$38,766 ","$676,923 ","$283,870 ","$200,000 ","$4,465 "
631,632,"Seguin, Tyler","C, RW",29,Stnd,UFA,"$9,850,000 ",81,218,24,25,49,17:49,"$45,183 ","$410,416 ","$394,000 ","$201,020 ","$6,825 "
632,633,"Trouba, Jacob",RD,27,Stnd,UFA,"$8,000,000 ",81,204,11,28,39,22:25,"$39,215 ","$727,272 ","$285,714 ","$205,128 ","$4,405 "
633,634,"Pelech, Adam",LD,27,Stnd,UFA,"$5,750,000 ",78,104,3,25,28,21:16,"$55,288 ","$1,916,666 ","$230,000 ","$205,357 ","$3,466 "
634,635,"Kastelic, Mark","C, RW",22,ELC,RFA,"$821,667 ",16,11,2,2,4,9:11,"$74,697 ","$410,833 ","$410,833 ","$205,416 ","$5,592 "
635,636,"Savard, David",RD,31,Stnd,UFA,"$3,500,000 ",62,66,3,14,17,20:47,"$53,030 ","$1,166,666 ","$250,000 ","$205,882 ","$2,716 "
636,637,"Benn, Jamie","LW, C",32,Stnd,UFA,"$9,500,000 ",82,182,18,28,46,16:44,"$52,197 ","$527,777 ","$339,285 ","$206,521 ","$6,923 "
637,638,"Acciari, Noel","C, RW",30,Stnd,UFA,"$1,666,667 ",20,32,3,5,8,11:59,"$52,083 ","$555,555 ","$333,333 ","$208,333 ","$6,954 "
638,639,"Brown, Dustin","RW, LW",37,Stnd,UFA,"$5,875,000 ",64,146,9,19,28,14:44,"$40,239 ","$652,777 ","$309,210 ","$209,821 ","$6,230 "
639,640,"Kotkaniemi, Jesperi",C,21,Stnd,RFA,"$6,100,035 ",66,81,12,17,29,12:01,"$75,309 ","$508,336 ","$358,825 ","$210,346 ","$7,691 "
640,641,"Chabot, Thomas",LD,24,Stnd,UFA,"$8,000,000 ",59,173,7,31,38,26:11:00,"$46,242 ","$1,142,857 ","$258,064 ","$210,526 ","$5,178 "
641,642,"Pettersson, Marcus",LD,25,Stnd,UFA,"$4,025,175 ",72,83,2,17,19,15:39,"$48,496 ","$2,012,587 ","$236,775 ","$211,851 ","$3,572 "
642,643,"Hirose, Taro",LW,25,Stnd,UFA,"$850,000 ",15,10,1,3,4,10:39,"$85,000 ","$850,000 ","$283,333 ","$212,500 ","$5,320 "
643,644,"Forbort, Derek",LD,29,Stnd,UFA,"$3,000,000 ",76,64,4,10,14,18:06,"$46,875 ","$750,000 ","$300,000 ","$214,285 ","$2,180 "
644,645,"Dermott, Travis",LD/RD,25,Stnd,UFA,"$1,500,000 ",60,46,2,5,7,15:20,"$32,608 ","$750,000 ","$300,000 ","$214,285 ","$1,630 "
645,646,"Martin, Matt","LW, RW",32,Stnd,UFA,"$1,500,000 ",71,66,3,4,7,11:26,"$22,727 ","$500,000 ","$375,000 ","$214,285 ","$1,847 "
646,647,"Harley, Thomas",LD,20,ELC,RFA,"$863,333 ",34,36,1,3,4,13:41,"$23,981 ","$863,333 ","$287,777 ","$215,833 ","$1,855 "
647,648,"Foote, Nolan",LW,21,ELC,RFA,"$863,333 ",7,10,3,1,4,10:22,"$86,333 ","$287,777 ","$863,333 ","$215,833 ","$11,897 "
648,649,"Provorov, Ivan",LD,24,Stnd,UFA,"$6,750,000 ",79,170,9,22,31,24:53:00,"$39,705 ","$750,000 ","$306,818 ","$217,741 ","$3,433 "
649,650,"Chychrun, Jakob",LD/RD,23,Stnd,UFA,"$4,600,000 ",47,141,7,14,21,22:59,"$32,624 ","$657,142 ","$328,571 ","$219,047 ","$4,258 "
650,651,"Attard, Ronnie",RD,22,ELC,RFA,"$883,750 ",15,16,2,2,4,16:35,"$55,234 ","$441,875 ","$441,875 ","$220,937 ","$3,552 "
651,652,"Smith, Nathan",C,23,ELC,RFA,"$883,750 ",10,14,2,2,4,14:09,"$63,125 ","$441,875 ","$441,875 ","$220,937 ","$6,245 "
652,653,"Dumba, Matt",RD,27,Stnd,UFA,"$6,000,000 ",57,116,7,20,27,23:06,"$51,724 ","$857,142 ","$300,000 ","$222,222 ","$4,556 "
653,654,"Ritchie, Brett",RW,28,Stnd,UFA,"$900,000 ",41,55,3,1,4,9:43,"$16,363 ","$300,000 ","$900,000 ","$225,000 ","$2,259 "
654,655,"Malkin, Evgeni",C,35,Stnd,UFA,"$9,500,000 ",41,129,20,22,42,18:19,"$73,643 ","$475,000 ","$431,818 ","$226,190 ","$12,650 "
655,656,"Cernak, Erik",RD,24,Stnd,RFA,"$2,950,000 ",55,86,1,12,13,19:09,"$34,302 ","$2,950,000 ","$245,833 ","$226,923 ","$2,800 "
656,657,"Dumoulin, Brian",LD,30,Stnd,UFA,"$4,100,000 ",76,91,3,15,18,21:49,"$45,054 ","$1,366,666 ","$273,333 ","$227,777 ","$2,472 "
657,658,"Bortuzzo, Robert",RD,32,Stnd,UFA,"$1,375,000 ",73,47,1,5,6,13:44,"$29,255 ","$1,374,999 ","$275,000 ","$229,166 ","$1,371 "
658,659,"Leddy, Nick",LD,30,Stnd,UFA,"$5,500,000 ",75,71,3,21,24,21:25,"$77,464 ","$1,833,333 ","$261,904 ","$229,166 ","$3,424 "
659,660,"Oshie, T.J.",RW,35,Stnd,UFA,"$5,750,000 ",44,77,11,14,25,17:26,"$74,675 ","$522,727 ","$410,714 ","$230,000 ","$7,496 "
660,661,"Hayes, Kevin",C,29,Stnd,UFA,"$7,142,857 ",48,126,10,21,31,17:55,"$56,689 ","$714,285 ","$340,136 ","$230,414 ","$8,305 "
661,662,"DeMelo, Dylan",RD,28,Stnd,UFA,"$3,000,000 ",76,78,1,12,13,18:29,"$38,461 ","$3,000,000 ","$250,000 ","$230,769 ","$2,135 "
662,663,"Brink, Bobby",RW,20,ELC,RFA,"$925,000 ",10,18,0,4,4,15:26,"$51,388 ",∞,"$231,250 ","$231,250 ","$5,993 "
663,664,"Ruotsalainen, Arttu","C, LW",24,ELC,RFA,"$925,000 ",18,23,2,2,4,11:53,"$40,217 ","$462,500 ","$462,500 ","$231,250 ","$4,324 "
664,665,"Eklund, William",LW,19,ELC,RFA,"$925,000 ",9,8,0,4,4,14:19,"$115,625 ",∞,"$231,250 ","$231,250 ","$7,178 "
665,666,"Lundkvist, Nils",RD,21,ELC,RFA,"$925,000 ",25,32,1,3,4,13:55,"$28,906 ","$925,000 ","$308,333 ","$231,250 ","$2,658 "
666,667,"Koekkoek, Slater",LD/RD,27,Stnd,UFA,"$925,000 ",19,11,0,4,4,11:10,"$84,090 ",∞,"$231,250 ","$231,250 ","$4,359 "
667,668,"Petry, Jeff",RD,34,Stnd,UFA,"$6,250,000 ",68,124,6,21,27,22:07,"$50,403 ","$1,041,666 ","$297,619 ","$231,481 ","$4,155 "
668,669,"Lindell, Esa",LD,27,Stnd,UFA,"$5,800,000 ",76,136,4,21,25,22:02,"$42,647 ","$1,450,000 ","$276,190 ","$232,000 ","$3,463 "
669,670,"Tanev, Brandon","LW, RW",30,Stnd,UFA,"$3,500,000 ",30,51,9,6,15,14:34,"$68,627 ","$388,888 ","$583,333 ","$233,333 ","$8,009 "
670,671,"Clutterbuck, Cal",RW,34,Stnd,UFA,"$3,500,000 ",59,74,6,9,15,14:02,"$47,297 ","$583,333 ","$388,888 ","$233,333 ","$4,227 "
671,672,"Scandella, Marco",LD,31,Stnd,UFA,"$3,275,000 ",70,76,3,11,14,18:08,"$43,092 ","$1,091,666 ","$297,727 ","$233,928 ","$2,580 "
672,673,"Heiskanen, Miro",LD/RD,22,Stnd,UFA,"$8,450,000 ",70,156,5,31,36,24:53:00,"$54,166 ","$1,690,000 ","$272,580 ","$234,722 ","$4,851 "
673,674,"Pulock, Ryan",RD,27,Stnd,UFA,"$5,000,000 ",56,122,5,16,21,21:08,"$40,983 ","$1,000,000 ","$312,500 ","$238,095 ","$4,224 "
674,675,"Schwartz, Jaden",LW,29,Stnd,UFA,"$5,500,000 ",37,101,8,15,23,18:27,"$54,455 ","$687,500 ","$366,666 ","$239,130 ","$8,056 "
675,676,"Strålman, Anton",RD,35,Stnd,UFA,"$5,500,000 ",74,95,8,15,23,21:20,"$57,894 ","$687,500 ","$366,666 ","$239,130 ","$3,483 "
676,677,"Johnson, Erik",RD,33,Stnd,UFA,"$6,000,000 ",77,139,8,17,25,17:16,"$43,165 ","$750,000 ","$352,941 ","$240,000 ","$4,512 "
677,678,"Dickinson, Jason","C, LW",26,Stnd,UFA,"$2,650,000 ",62,66,5,6,11,13:02,"$40,151 ","$530,000 ","$441,666 ","$240,909 ","$3,279 "
678,679,"Shaw, Logan","C, RW",29,Stnd,UFA,"$725,000 ",17,17,1,2,3,9:22,"$42,647 ","$725,000 ","$362,500 ","$241,666 ","$4,553 "
679,680,"Zboril, Jakub",LD/RD,24,Stnd,UFA,"$725,000 ",10,13,0,3,3,15:43,"$55,769 ",∞,"$241,666 ","$241,666 ","$4,612 "
680,681,"Brooks, Adam",C,25,Stnd,UFA,"$725,000 ",25,14,2,1,3,8:56,"$51,785 ","$362,500 ","$725,000 ","$241,666 ","$3,246 "
681,682,"Armia, Joel","RW, LW",28,Stnd,UFA,"$3,400,000 ",60,103,6,8,14,13:43,"$33,009 ","$566,666 ","$425,000 ","$242,857 ","$4,131 "
682,683,"Mantha, Anthony","LW, RW",27,Stnd,UFA,"$5,700,000 ",37,82,9,14,23,15:10,"$69,512 ","$633,333 ","$407,142 ","$247,826 ","$10,157 "
683,684,"Seeler, Nick",LD/RD,28,Stnd,UFA,"$750,000 ",43,32,1,2,3,13:04,"$23,437 ","$750,000 ","$375,000 ","$249,999 ","$1,334 "
684,685,"Tennyson, Matt",RD,31,Stnd,UFA,"$750,000 ",8,5,0,3,3,12:54,"$150,000 ",∞,"$250,000 ","$250,000 ","$7,267 "
685,686,"O'Brien, Liam","LW, RW",27,Stnd,UFA,"$750,000 ",39,36,2,1,3,9:28,"$20,833 ","$375,000 ","$750,000 ","$250,000 ","$2,031 "
686,687,"Leivo, Josh","RW, LW",28,Stnd,UFA,"$750,000 ",7,10,1,2,3,9:13,"$75,000 ","$750,000 ","$375,000 ","$250,000 ","$11,624 "
687,688,"Merkley, Nick","RW, C",24,Stnd,UFA,"$750,000 ",9,7,1,2,3,12:24,"$107,142 ","$750,000 ","$375,000 ","$250,000 ","$6,720 "
688,689,"Megna, Jayson","C, LW, RW",31,Stnd,UFA,"$750,000 ",20,19,0,3,3,10:18,"$39,473 ",∞,"$250,000 ","$250,000 ","$3,640 "
689,690,"Kero, Tanner","C, LW",29,Stnd,UFA,"$750,000 ",23,14,0,3,3,9:33,"$53,571 ",∞,"$250,000 ","$250,000 ","$3,414 "
690,691,"Silfverberg, Jakob","RW, LW",31,Stnd,UFA,"$5,250,000 ",53,120,5,16,21,17:02,"$43,750 ","$1,050,000 ","$328,125 ","$250,000 ","$5,815 "
691,692,"Chatfield, Jalen",RD,25,Stnd,RFA,"$750,000 ",16,25,0,3,3,14:47,"$30,000 ",∞,"$250,000 ","$250,000 ","$3,170 "
692,693,"Hodgson, Hayden",RW,25,Stnd,RFA,"$750,000 ",6,10,1,2,3,13:12,"$75,000 ","$750,000 ","$375,000 ","$250,000 ","$9,469 "
693,694,"Clifford, Kyle",LW,30,Stnd,UFA,"$1,000,000 ",25,29,1,3,4,8:48,"$34,482 ","$1,000,000 ","$333,333 ","$250,000 ","$4,545 "
694,695,"Dries, Sheldon",C,27,Stnd,UFA,"$750,000 ",11,17,2,1,3,10:18,"$44,117 ","$375,000 ","$750,000 ","$250,000 ","$6,619 "
695,696,"Couturier, Sean",C,29,Stnd,UFA,"$4,333,333 ",29,79,6,11,17,20:23,"$54,852 ","$722,222 ","$393,939 ","$254,901 ","$7,330 "
696,697,"Manson, Josh",RD,30,Stnd,UFA,"$4,100,000 ",67,92,6,10,16,18:58,"$44,565 ","$683,333 ","$410,000 ","$256,250 ","$3,226 "
697,698,"Studnicka, Jack","RW, C",22,ELC,RFA,"$769,167 ",15,21,0,3,3,12:36,"$36,627 ",∞,"$256,388 ","$256,388 ","$4,069 "
698,699,"McDonagh, Ryan",LD,32,Stnd,UFA,"$6,750,000 ",71,85,4,22,26,22:26,"$79,411 ","$1,687,500 ","$306,818 ","$259,615 ","$4,237 "
699,700,"Gadjovich, Jonah","LW, RW",23,ELC,RFA,"$783,333 ",43,36,1,2,3,8:45,"$21,759 ","$783,333 ","$391,666 ","$261,111 ","$2,081 "
700,701,"Kolyachonok, Vladislav",LD/RD,20,ELC,RFA,"$789,167 ",32,24,1,2,3,15:50,"$32,881 ","$789,167 ","$394,583 ","$263,055 ","$1,557 "
701,702,"Keith, Duncan",LD,38,Stnd,UFA,"$5,538,462 ",64,79,1,20,21,19:43,"$70,107 ","$5,538,462 ","$276,923 ","$263,736 ","$4,389 "
702,703,"Jeník, Jan",C,21,ELC,RFA,"$795,000 ",13,22,2,1,3,10:40,"$36,136 ","$397,500 ","$795,000 ","$265,000 ","$5,733 "
703,704,"Thompson, Nate",C,37,35+,UFA,"$800,000 ",33,23,1,2,3,11:58,"$34,782 ","$800,000 ","$400,000 ","$266,666 ","$2,025 "
704,705,"Oleksiak, Jamie",LD/RD,29,Stnd,UFA,"$4,600,000 ",72,95,1,16,17,19:19,"$48,421 ","$4,600,000 ","$287,500 ","$270,588 ","$3,307 "
705,706,"Gallagher, Brendan","RW, LW",29,Stnd,UFA,"$6,500,000 ",56,142,7,17,24,15:01,"$45,774 ","$928,571 ","$382,352 ","$270,833 ","$7,729 "
706,707,"Meyer, Carson",RW,24,ELC,RFA,"$820,000 ",13,13,1,2,3,8:13,"$63,076 ","$820,000 ","$410,000 ","$273,333 ","$7,676 "
707,708,"Carlo, Brandon",RD,25,Stnd,UFA,"$4,100,000 ",79,125,6,9,15,19:42,"$32,800 ","$683,333 ","$455,555 ","$273,333 ","$2,634 "
708,709,"Groulx, Benoit-Olivier",C,21,ELC,RFA,"$822,500 ",18,17,1,2,3,10:59,"$48,382 ","$822,500 ","$411,250 ","$274,166 ","$4,160 "
709,710,"Drouin, Jonathan","LW, RW",26,Stnd,UFA,"$5,500,000 ",34,62,6,14,20,17:05,"$88,709 ","$916,666 ","$392,857 ","$275,000 ","$9,469 "
710,711,"Connauton, Kevin",LD/RD,31,Stnd,UFA,"$825,000 ",39,30,1,2,3,13:04,"$27,500 ","$825,000 ","$412,500 ","$275,000 ","$1,618 "
711,712,"Vrána, Jakub",LW,25,Stnd,UFA,"$5,250,000 ",26,65,13,6,19,14:56,"$80,769 ","$403,846 ","$875,000 ","$276,315 ","$13,521 "
712,713,"Miller, Colin",RD,29,Stnd,UFA,"$3,875,000 ",38,48,2,12,14,18:58,"$80,729 ","$1,937,500 ","$322,916 ","$276,785 ","$5,376 "
713,714,"Monahan, Sean","C, LW, RW",27,Stnd,UFA,"$6,375,000 ",65,111,8,15,23,14:03,"$57,432 ","$796,875 ","$425,000 ","$277,173 ","$6,980 "
714,715,"Toews, Jonathan",C,33,Stnd,UFA,"$10,500,000 ",71,125,12,25,37,17:28,"$84,000 ","$875,000 ","$420,000 ","$283,783 ","$8,466 "
715,716,"Radulov, Alexander",RW,35,Stnd,UFA,"$6,250,000 ",71,92,4,18,22,14:05,"$67,934 ","$1,562,500 ","$347,222 ","$284,090 ","$6,250 "
716,717,"Ekman-Larsson, Oliver",LD,30,Stnd,UFA,"$8,250,000 ",79,168,5,24,29,22:19,"$49,107 ","$1,650,000 ","$343,750 ","$284,482 ","$4,679 "
717,718,"Lucic, Milan","LW, RW",33,Stnd,UFA,"$6,000,000 ",82,95,10,11,21,12:15,"$63,157 ","$600,000 ","$545,454 ","$285,714 ","$5,973 "
718,719,"Broberg, Philip",LD,20,ELC,RFA,"$863,333 ",23,29,1,2,3,13:28,"$29,770 ","$863,332 ","$431,666 ","$287,777 ","$2,787 "
719,720,"Foligno, Nick","LW, C, RW",34,Stnd,UFA,"$3,800,000 ",64,99,2,11,13,12:27,"$38,383 ","$1,900,000 ","$345,454 ","$292,307 ","$4,769 "
720,721,"McLaughlin, Marc",C,22,ELC,RFA,"$883,750 ",11,12,3,0,3,10:29,"$73,645 ","$294,583 ",∞,"$294,583 ","$7,663 "
721,722,"McBain, Jack","C, LW",21,ELC,RFA,"$883,750 ",10,13,2,1,3,14:10,"$67,980 ","$441,875 ","$883,750 ","$294,583 ","$6,238 "
722,723,"Bäckström, Nicklas",C,34,Stnd,UFA,"$9,200,000 ",47,68,6,25,31,17:29,"$135,294 ","$1,533,333 ","$368,000 ","$296,774 ","$11,196 "
723,724,"Vesalainen, Kristian","LW, RW",22,ELC,RFA,"$894,167 ",53,43,2,1,3,8:40,"$20,794 ","$447,083 ","$894,167 ","$298,055 ","$1,946 "
724,725,"Hamilton, Dougie",RD,28,Stnd,UFA,"$9,000,000 ",62,197,9,21,30,21:13,"$45,685 ","$1,000,000 ","$428,571 ","$300,000 ","$6,841 "
725,726,"Hamonic, Travis",RD,31,Stnd,UFA,"$3,000,000 ",43,82,4,6,10,18:50,"$36,585 ","$750,000 ","$499,999 ","$300,000 ","$3,704 "
726,727,"Cholowski, Dennis",LD,23,Stnd,UFA,"$900,000 ",11,11,0,3,3,15:49,"$81,818 ",∞,"$300,000 ","$300,000 ","$5,172 "
727,728,"Power, Owen",LD/RD,19,ELC,RFA,"$916,667 ",8,10,2,1,3,22:05,"$91,666 ","$458,333 ","$916,667 ","$305,555 ","$5,188 "
728,729,"McTavish, Mason","C, LW",18,ELC,RFA,"$925,000 ",9,12,2,1,3,13:04,"$77,083 ","$462,500 ","$925,000 ","$308,333 ","$7,865 "
729,730,"Johnson, Kent","LW, C",19,ELC,RFA,"$925,000 ",9,5,0,3,3,12:26,"$185,000 ",∞,"$308,333 ","$308,333 ","$8,266 "
730,731,"Beaulieu, Nathan",LD/RD,29,Stnd,UFA,"$1,250,000 ",24,24,0,4,4,10:46,"$52,083 ",∞,"$312,500 ","$312,500 ","$4,837 "
731,732,"Eriksson, Loui","LW, RW",36,Stnd,UFA,"$6,000,000 ",73,81,3,16,19,12:55,"$74,074 ","$2,000,000 ","$375,000 ","$315,789 ","$6,363 "
732,733,"Stone, Mark",RW,29,Stnd,UFA,"$9,500,000 ",37,71,9,21,30,18:20,"$133,802 ","$1,055,555 ","$452,380 ","$316,666 ","$14,004 "
733,734,"Zucker, Jason","LW, RW",29,Stnd,UFA,"$5,500,000 ",41,102,8,9,17,14:49,"$53,921 ","$687,500 ","$611,111 ","$323,529 ","$9,053 "
734,735,"Khaira, Jujhar","LW, C",27,Stnd,UFA,"$975,000 ",27,32,3,0,3,13:36,"$30,468 ","$325,000 ",∞,"$325,000 ","$2,655 "
735,736,"Fleury, Haydn",LD/RD,25,Stnd,UFA,"$1,300,000 ",36,52,2,2,4,16:16,"$25,000 ","$650,000 ","$650,000 ","$325,000 ","$2,219 "
736,737,"Karlsson, Erik",RD,31,Stnd,UFA,"$11,500,000 ",50,117,10,25,35,23:28,"$98,290 ","$1,150,000 ","$460,000 ","$328,571 ","$9,801 "
737,738,"Myers, Tyler",RD,31,Stnd,UFA,"$6,000,000 ",82,128,1,17,18,21:58,"$46,875 ","$6,000,000 ","$352,941 ","$333,333 ","$3,330 "
738,739,"Ristolainen, Rasmus",RD,27,Stnd,UFA,"$5,400,000 ",66,97,2,14,16,21:26,"$55,670 ","$2,700,000 ","$385,714 ","$337,500 ","$3,817 "
739,740,"Pitlick, Tyler",RW,30,Stnd,UFA,"$1,750,000 ",39,36,1,4,5,10:56,"$48,611 ","$1,750,000 ","$437,500 ","$350,000 ","$4,104 "
740,741,"Doughty, Drew",RD,32,Stnd,UFA,"$11,000,000 ",39,99,7,24,31,25:44:00,"$111,111 ","$1,571,428 ","$458,333 ","$354,838 ","$10,960 "
741,742,"Nemeth, Patrik",LD,29,Stnd,UFA,"$2,500,000 ",63,52,2,5,7,16:38,"$48,076 ","$1,250,000 ","$500,000 ","$357,142 ","$2,385 "
742,743,"Frk, Martin",RW,28,Stnd,UFA,"$725,000 ",6,15,2,0,2,14:01,"$48,333 ","$362,500 ",∞,"$362,500 ","$8,620 "
743,744,"Criscuolo, Kyle",C,29,Stnd,UFA,"$750,000 ",6,5,0,2,2,9:33,"$150,000 ",∞,"$375,000 ","$375,000 ","$13,089 "
744,745,"Sabourin, Scott",RW,29,Stnd,UFA,"$750,000 ",7,4,0,2,2,7:35,"$187,500 ",∞,"$375,000 ","$375,000 ","$14,128 "
745,746,"Malone, Brad","C, LW",32,Stnd,UFA,"$750,000 ",8,7,1,1,2,8:16,"$107,142 ","$750,000 ","$750,000 ","$375,000 ","$11,340 "
746,747,"Blais, Samuel","LW, RW",25,Stnd,RFA,"$1,500,000 ",14,17,0,4,4,13:27,"$88,235 ",∞,"$375,000 ","$375,000 ","$7,966 "
747,748,"Pederson, Lane",C,24,Stnd,UFA,"$750,000 ",29,24,0,2,2,10:31,"$31,249 ",∞,"$375,000 ","$375,000 ","$2,459 "
748,749,"Wolanin, Christian",LD,26,Stnd,UFA,"$750,000 ",9,5,1,1,2,14:41,"$150,000 ","$750,000 ","$750,000 ","$375,000 ","$5,675 "
749,750,"Sherwood, Kiefer","LW, RW",26,Stnd,UFA,"$750,000 ",11,9,1,1,2,8:34,"$83,333 ","$750,000 ","$750,000 ","$375,000 ","$7,958 "
750,751,"Pateryn, Greg",RD,31,Stnd,UFA,"$750,000 ",10,16,1,1,2,14:07,"$46,875 ","$750,000 ","$750,000 ","$375,000 ","$5,312 "
751,752,"Juulsen, Noah",RD,24,Stnd,UFA,"$750,000 ",8,6,0,2,2,14:40,"$125,000 ",∞,"$375,000 ","$375,000 ","$6,392 "
752,753,"Benson, Tyler","LW, RW",23,Stnd,RFA,"$750,000 ",29,18,1,1,2,8:32,"$41,666 ","$750,000 ","$750,000 ","$375,000 ","$3,030 "
753,754,"Brodzinski, Jonny",C,28,Stnd,UFA,"$750,000 ",22,34,1,1,2,10:51,"$22,058 ","$750,000 ","$750,000 ","$375,000 ","$3,142 "
754,755,"Sekera, Andrej",LD/RD,35,Stnd,UFA,"$1,500,000 ",32,26,1,3,4,13:42,"$57,692 ","$1,500,000 ","$500,000 ","$375,000 ","$3,421 "
755,756,"Greer, AJ","RW, LW",25,Stnd,UFA,"$750,000 ",9,14,1,1,2,7:51,"$53,571 ","$750,000 ","$750,000 ","$375,000 ","$10,615 "
756,757,"Koivula, Otto","LW, RW, C",23,Stnd,RFA,"$750,000 ",8,8,0,2,2,10:44,"$93,750 ",∞,"$375,000 ","$375,000 ","$8,734 "
757,758,"Moverare, Jacob",LD,23,Stnd,RFA,"$750,000 ",19,15,0,2,2,16:20,"$50,000 ",∞,"$375,000 ","$375,000 ","$2,416 "
758,759,"Petan, Nicolas","C, LW, RW",26,Stnd,UFA,"$750,000 ",18,21,0,2,2,10:17,"$35,714 ",∞,"$375,000 ","$375,000 ","$4,051 "
759,760,"Roussel, Antoine",LW,32,Stnd,UFA,"$3,000,000 ",53,59,4,4,8,12:08,"$50,847 ","$750,000 ","$750,000 ","$375,000 ","$4,665 "
760,761,"Davies, Jeremy",LD,25,Stnd,UFA,"$750,000 ",6,5,0,2,2,12:15,"$150,000 ",∞,"$375,000 ","$375,000 ","$10,204 "
761,762,"Reichel, Kristian",RW,23,ELC,RFA,"$752,500 ",13,18,1,1,2,10:24,"$41,805 ","$752,500 ","$752,500 ","$376,250 ","$5,565 "
762,763,"Cotter, Paul","LW, RW",22,ELC,RFA,"$760,000 ",7,11,2,0,2,8:48,"$69,090 ","$380,000 ",∞,"$380,000 ","$12,337 "
763,764,"Murphy, Connor",RD,28,Stnd,UFA,"$3,850,000 ",57,71,4,6,10,21:45,"$54,225 ","$962,500 ","$641,666 ","$385,000 ","$3,105 "
