"Defense (7 - $26,937,500)",Years Remaining,Terms,POS,Status,Acquired,Age,Cap%,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30
"Nurse, Darnell ""A""",6 UFA,NMC,LD,NHL,Draft,29,10.5,"$9,250,000 ","$9,250,000 ","$9,250,000 ","$9,250,000 ","$9,250,000 ","$9,250,000 "
"Ekholm, Mattias",2 UFA,RS,LD/RD,NHL,Trade,34,6.8,"$6,000,000 ","$6,000,000 ",UFA,,,
"Bouchard, Evan",1 RFA,,RD,NHL,Draft,24,4.4,"$3,900,000 ",RFA,,,,
"Ceci, Cody",1 UFA,,RD,NHL,Signed,30,3.7,"$3,250,000 ",UFA,,,,
"Kulak, Brett",2 UFA,,LD/RD,NHL,Signed,30,3.1,"$2,750,000 ","$2,750,000 ",UFA,,,
"Brown, Joshua",3 UFA,,RD,NHL,Signed,30,1.1,"$1,000,000 ","$1,000,000 ","$1,000,000 ",UFA,,
"Stecher, Troy",2 UFA,,RD,NHL,Signed,30,0.9,"$787,500 ","$787,500 ",UFA,,,
"Broberg, Philip",0 RFA,,LD,NHL,Draft,23,,RFA,,,,,
TOTAL,,,,,,28.8,30.6,"$26,937,500 ","$19,787,500 ","$10,250,000 ","$9,250,000 ","$9,250,000 ","$9,250,000 "
