,DATE,TRADE DETAILS,TRADE DETAILS.1,TRADE DETAILS.2,TRADE DETAILS.3,TRADE DETAILS.4,TRADE DETAILS.5,TRADE DETAILS.6,TRADE DETAILS.7,TRADE DETAILS.8,TRADE DETAILS.9,TRADE DETAILS.10,TRADE DETAILS.11,TRADE DETAILS.12,TRADE DETAILS.13,TRADE DETAILS.14,TRADE DETAILS.15,TRADE DETAILS.16,TRADE DETAILS.17,TRADE DETAILS.18,TRADE DETAILS.19,TRADE DETAILS.20,TRADE DETAILS.21,TRADE DETAILS.22,TRADE DETAILS.23,TRADE DETAILS.24,TRADE DETAILS.25,TRADE DETAILS.26,TRADE DETAILS.27,TRADE DETAILS.28,TRADE DETAILS.29,TRADE DETAILS.30,TRADE DETAILS.31,TRADE DETAILS.32,TRADE DETAILS.33
0,"Jun. 29, 2016","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000","Montreal Canadiens Acquire:Shea Weber · $7,857,143$7,857,143$12,000,000Sum: $7,857,143$7,857,143$12,000,000Change: -$1,142,857Change: -$1,142,857Change: +$1,000,000",,,"Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000","Nashville Predators Acquire:P.K. Subban · $9,000,000$9,000,000$11,000,000Sum: $9,000,000$9,000,000$11,000,000Change: +$1,142,857Change: +$1,142,857Change: -$1,000,000"
1,"Jun. 29, 2016","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000","Edmonton Oilers Acquire:Adam Larsson · $4,166,666$4,166,666$3,000,000Sum: $4,166,666$4,166,666$3,000,000Change: -$1,833,334Change: -$1,833,334Change: -$3,000,000",,,"New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000","New Jersey Devils Acquire:Taylor Hall · $6,000,000$6,000,000$6,000,000Sum: $6,000,000$6,000,000$6,000,000Change: +$1,833,334Change: +$1,833,334Change: +$3,000,000"
2,"Jun. 27, 2016","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000","Calgary Flames Acquire:Alex Chiasson · $800,000$800,000$800,000Sum: $800,000$800,000$800,000Change: +$800,000Change: -$94,167Change: +$730,000",,,"Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000","Ottawa Senators Acquire:Patrick Sieloff · $0$894,167$70,000 (AHL/JR)Sum: $0$894,167$70,000Change: -$800,000Change: +$94,167Change: -$730,000"
3,"Jun. 25, 2016","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000","Arizona Coyotes Acquire:Anthony Deangelo · $863,333$863,333$925,000Sum: $863,333$863,333$925,000Change: +$863,333Change: +$863,333Change: +$925,000",,,"Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0","Tampa Bay Lightning Acquire:2016 2nd round pick (ARI - #37 - Libor Hájek)Sum: $0$0$0Change: -$863,333Change: -$863,333Change: $0"
