Defense (5),Years Remaining,Terms,POS,Status,Acquired,Age,Cap%,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30
"Mancini, Vittorio",2 RFA,ELC,RD,Minor,Draft,22,-,"$870,000 ","$870,000 ",RFA,,,
"Harpur, Ben",1 UFA,,LD,Minor,Signed,29,-,"$787,500 ",UFA,,,,
"Scanlin, Brandon",2 UFA,,LD,Minor,Signed,25,-,"$775,000 ","$775,000 ",UFA,,,
"Fitzgerald, Casey",2 UFA,,RD,Minor,Signed,27,-,"$775,000 ","$775,000 ",UFA,,,
"Mackey, Connor",2 UFA,,LD,Minor,Signed,27,-,"$775,000 ","$775,000 ",UFA,,,
"Robertson, Matthew",0 RFA,,LD,Minor,Draft,23,-,RFA,,,,,
TOTAL,,,,,,25.5,-,"$3,982,500 ","$3,195,000 ",,,,
