,DATE,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS,TRADE DETAILS
,DATE,TRADE DETAILS,TRADE DETAILS.1,TRADE DETAILS.2,TRADE DETAILS.3,TRADE DETAILS.4,TRADE DETAILS.5,TRADE DETAILS.6,TRADE DETAILS.7,TRADE DETAILS.8,TRADE DETAILS.9,TRADE DETAILS.10,TRADE DETAILS.11,TRADE DETAILS.12,TRADE DETAILS.13,TRADE DETAILS.14,TRADE DETAILS.15,TRADE DETAILS.16,TRADE DETAILS.17,TRADE DETAILS.18,TRADE DETAILS.19,TRADE DETAILS.20,TRADE DETAILS.21,TRADE DETAILS.22,TRADE DETAILS.23,TRADE DETAILS.24,TRADE DETAILS.25,TRADE DETAILS.26,TRADE DETAILS.27,TRADE DETAILS.28,TRADE DETAILS.29,TRADE DETAILS.30,TRADE DETAILS.31,TRADE DETAILS.32,TRADE DETAILS.33
0,"Jun. 29, 2023",Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,Columbus Blue Jackets Acquire:2023 7th round pick (VGK - #224 - Tyler Peddle)Sum: $0$0$0Change: $0Change: $0Change: $0,,,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0,Vegas Golden Knights Acquire:2024 7th round pick (CBJ - #197)Sum: $0$0$0Change: $0Change: $0Change: $0
1,"Jun. 29, 2023",Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2023 7th round pick (NJD - #218 - Aiden Fink)Sum: $0$0$0Change: $0Change: $0Change: $0,,,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0,New Jersey Devils Acquire:2024 7th round pick (NSH - #215)Sum: $0$0$0Change: $0Change: $0Change: $0
2,"Jun. 29, 2023",San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,San Jose Sharks Acquire:2025 7th round pick (WSH)Sum: $0$0$0Change: $0Change: $0Change: $0,,,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0,Washington Capitals Acquire:2023 7th round pick (PIT - #206 - Antoine Keller)Sum: $0$0$0Change: $0Change: $0Change: $0
3,"Jun. 29, 2023",Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,Nashville Predators Acquire:2024 4th round pick (CHI - #99)Sum: $0$0$0Change: $0Change: $0Change: $0,,,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2023 4th round pick (TBL - #115 - Jayson Shaugabay)Sum: $0$0$0Change: $0Change: $0Change: $0
4,"Jun. 29, 2023",Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,Chicago Blackhawks Acquire:Corey Perry · $0$0$0 (Signing Rights)Sum: $0$0$0Change: $0Change: $0Change: $0,,,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0,Tampa Bay Lightning Acquire:2024 7th round pick (CHI - #195)Sum: $0$0$0Change: $0Change: $0Change: $0
5,"Jun. 29, 2023",New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,New York Rangers Acquire:2023 3rd round pick (NJD - #90 - Drew Fortescue)Sum: $0$0$0Change: $0Change: $0Change: $0,,,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0,Pittsburgh Penguins Acquire:2023 3rd round pick (COL - #91 - Emil Pieniniemi)2024 7th round pick (NYR - #223)Sum: $0$0$0Change: $0Change: $0Change: $0
