"Defense (7 - $28,225,000)",Years Remaining,Terms,POS,Status,Acquired,Age,Cap%,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30
"Makar, Cale",3 UFA,,RD,NHL,Draft,25,10.2,"$9,000,000 ","$9,000,000 ","$9,000,000 ",UFA,,
"Toews, Devon",7 UFA,NMC,LD,NHL,Trade,30,8.2,"$7,250,000 ","$7,250,000 ","$7,250,000 ","$7,250,000 ","$7,250,000 ","$7,250,000 "
"Girard, Samuel",3 UFA,M-NTC,LD/RD,NHL,Trade,26,5.7,"$5,000,000 ","$5,000,000 ","$5,000,000 ",UFA,,
"Manson, Josh",2 UFA,M-NTC,RD,NHL,Signed,32,5.1,"$4,500,000 ","$4,500,000 ",UFA,,,
"Brannstrom, Erik",1 RFA,,"LD/RD, LW",NHL,Signed,24,1,"$900,000 ",RFA,,,,
"De Haan, Calvin",1 UFA,,LD/RD,NHL,Signed,33,0.9,"$800,000 ",UFA,,,,
"MacDonald, Jacob",2 UFA,,LD/RD,NHL,Signed,31,0.9,"$775,000 ","$775,000 ",UFA,,,
TOTAL,,,,,,28.7,32.1,"$28,225,000 ","$26,525,000 ","$21,250,000 ","$7,250,000 ","$7,250,000 ","$7,250,000 "
