"Defense (4 - $12,262,500)",Years Remaining,Terms,POS,Status,Acquired,Age,Cap%,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30
"Fowler, Cam",2 UFA,M-NTC,LD/RD,NHL,Draft,32,7.4,"$6,500,000 ","$6,500,000 ",UFA,,,
"Gudas, Radko",2 UFA,M-NTC,RD,NHL,Signed,34,4.5,"$4,000,000 ","$4,000,000 ",UFA,,,
"Mintyukov, Pavel",2 RFA,ELC,LD,NHL,Draft,20,1,"$918,333 ","$918,333 ",RFA,,,
"Zellweger, Olen",2 RFA,ELC,LD,NHL,Draft,20,1,"$844,167 ","$844,167 ",RFA,,,
"LaCombe, Jackson",0 RFA,,LD/RD,NHL,Draft,23,,RFA,,,,,
"Lindström, Gustav",0 RFA,,RD,NHL,Waivers claim,25,,RFA,,,,,
"Vaakanainen, Urho",0 RFA,,LD/RD,NHL,Trade,25,,RFA,,,,,
"Lagesson, William",0 UFA,,LD/RD,NHL,Waivers claim,28,,UFA,,,,,
TOTAL,,,,,,25.9,13.9,"$12,262,500 ","$12,262,500 ",,,,
